custom,tree2,default,1,1,1,0,1,1,1,1.0,1.0,2075.849,81.1034,2344.08,-0.03164726,0.2258599,-0.08176982,0.9702059;
custom,tree2,default,1,1,1,0,1,1,1,1.0,1.0,1900.126,62.30365,2055.481,-0.03782384,-0.3853481,-0.1019845,-0.916338;
custom,tree2,default,1,1,1,0,1,1,1,1.0,1.0,2029.33,91.50324,2066.783,-0.08390055,-0.8234595,-0.1246462,-0.5471183;
custom,tree2,default,1,1,1,0,1,1,1,1.0,1.0,1966.016,115.9029,1940.089,0.03241332,-0.9240283,-0.1059823,-0.3659082;
custom,tree5,default,1,1,1,0,1,1,1,1.0,1.0,1792.639,68.87734,1984.168,-0.03285918,-0.4770406,-0.011758,-0.8781881;
custom,tree5,default,1,1,1,0,1,1,1,1.0,1.0,1760.794,72.07729,2135.86,-0.04539723,-0.871935,0.01515249,-0.4872772;
custom,tree2,default,1,1,1,0,1,1,1,1.0,1.0,1064.913,62.30365,2429.62,-0.004250955,0.9461865,-0.003056929,-0.3235795;
custom,tree2,default,1,1,1,0,1,1,1,1.0,1.0,755.9944,62.30365,2369.324,0.00518779,-0.9090769,-0.0007087481,-0.4165955;
custom,tree2,default,2,2,2,0,1,1,1,1.0,1.0,381.9672,121.7386,1857.806,0,0.01934883,0,-0.9998128;
custom,tree2,default,2,2,2,0,1,1,1,1.0,1.0,639.776,121.7386,2280.033,0.007217339,-0.1058677,0.06763129,-0.9920514;
custom,tree2,default,2,2,2,0,1,1,1,1.0,1.0,1111.004,125.3386,2451.938,0.03320021,-0.578015,0.02032624,-0.8150971;
custom,tree2,default,2,2,2,0,1,1,1,1.0,1.0,1368.929,412.7415,2687.594,0.03320021,-0.578015,0.02032624,-0.8150971;
custom,tree2,default,6,6,6,0,1,1,1,1.0,1.0,5381.085,479.5964,2789.568,0,0.552025,0,0.8338276;
custom,tree2,default,2,2,2,0,1,1,1,1.0,1.0,2284.449,189.1392,2053.83,-0.03474467,-0.5704964,-0.080089,-0.8166471;
custom,tree2,default,2,2,2,0,1,1,1,1.0,1.0,2275.429,158.5388,2697.719,-0.004802304,-0.5705479,-0.007255752,-0.8212183;
custom,tree2,default,1,1,1,0,1,1,1,1.0,1.0,2183.424,62.30365,2341.78,-0.01644422,-0.9876683,-0.02893361,-0.1529829;
custom,tree2,default,1,1,1,0,1,1,1,1.0,1.0,2329.468,62.30365,2442.773,-0.03158081,-0.631615,-0.01049853,-0.7745675;
custom,tree2,default,1,1,1,0,1,1,1,1.0,1.0,2503.619,88.30329,2343.964,-0.03158081,-0.631615,-0.01049853,-0.7745675;
custom,tree2,default,1,1,1,0,1,1,1,1.0,1.0,2488.772,136.3033,2174.57,-0.04816097,-0.848708,-0.1934122,-0.4898643;
custom,tree2,default,2,2,2,0,1,1,1,1.0,1.0,3424.26,226.9395,2765.428,-0.001660097,-0.8413841,-0.008541215,-0.5403677;
custom,tree2,default,1,1,1,0,1,1,1,1.0,1.0,2889.677,88.30329,2615.14,0.07542718,-0.625851,0.04397382,-0.7750403;
custom,tree2,default,1,1,1,0,1,1,1,1.0,1.0,3101.456,88.30329,2597.35,-0.07428377,-0.6229311,0.08878554,-0.773664;
custom,tree2,default,1,1,1,0,1,1,1,1.0,1.0,3251.707,159.903,2416.171,-0.08519173,-0.5173257,-0.09264968,-0.8464825;
custom,tree2,default,1,1,1,0,1,1,1,1.0,1.0,3465.148,100.9026,2360.3,0.009744002,-0.5119817,-0.003307717,-0.8589347;
custom,tree2,default,1,1,1,0,1,1,1,1.0,1.0,3700.9,216.7035,2440.867,0.009744002,-0.5119817,-0.003307717,-0.8589347;
custom,tree2,default,1,1,1,0,1,1,1,1.0,1.0,3679.03,357.9059,2917.458,0.08926991,-0.505901,0.03844729,-0.8570979;
custom,tree2,default,1,1,1,0,1,1,1,1.0,1.0,3933.368,124.5036,2223.599,0.02630927,-0.5313766,-0.05387075,-0.8450117;
custom,tree2,default,1,1,1,0,1,1,1,1.0,1.0,2378.621,87.30331,2617.435,-0.01475142,-0.9948369,-0.02983222,-0.09587519;
custom,tree2,default,1,1,1,0,1,1,1,1.0,1.0,2535.965,107.303,2692.135,0.04728851,-0.9332808,0.1332063,-0.330162;
custom,tree2,default,1,1,1,0,1,1,1,1.0,1.0,4020.117,133.5022,2937.468,0.009744002,-0.5119817,-0.003307717,-0.8589347;
custom,tree2,default,1,1,1,0,1,1,1,1.0,1.0,4206.084,146.702,3095.495,-0.02079324,-0.8832315,0.06094012,-0.4644955;
custom,tree2,default,1,1,1,0,1,1,1,1.0,1.0,4385.454,141.502,2915.052,0.05574039,-0.9245135,0.006076715,-0.3770025;
custom,tree2,default,1,1,1,0,1,1,1,1.0,1.0,4380.664,120.5023,2597.416,0.03542184,-0.9229912,0.04346509,0.3807143;
custom,tree2,default,1,1,1,0,1,1,1,1.0,1.0,4555.693,139.5027,2505.379,0.03542184,-0.9229912,0.04346509,0.3807143;
custom,church1,default,1,1,1,0,1,1,1,1.0,1.0,3395.99,490.2589,3398.083,0,0.07334582,0,0.9973066;
custom,elevator1,default,1,1,1,0,1,1,1,1.0,1.0,2103.765,545.0779,2558.23,0,0.6365668,0,-0.7712216;
base,aot_supply,default,1,1,1,0,1,1,1,1.0,1.0,2109.639,545.5988,2558.246,0,0.7836058,0,0.6212584;
custom,tree2,default,2,2,2,0,1,1,1,1.0,1.0,3128.233,545.7416,3247.765,-0.001660097,-0.8413841,-0.008541215,-0.5403677;
custom,village2,default,.4,.4,.4,0,1,1,1,1.0,1.0,1604.84,19.10205,2082.102,0,-0.1052557,0,-0.9944452;
custom,village1,default,.4,.4,.4,0,1,1,1,1.0,1.0,1566.737,13.00554,2108.836,0,-0.3656038,0,-0.9307706;
custom,house13,default,1,1,1,0,1,1,1,1.0,1.0,3897.749,479.5169,1548.322,0,0.100526,0,-0.9949344;
custom,statue1,default,10,10,10,0,1,1,1,1.0,1.0,-2.512527,-13.31208,-14.46837,0,-0.0382917,0,-0.9992667;
custom,boulder1,default,20,20,20,0,1,1,1,1.0,1.0,2856.084,288.9901,1923.178,0,0.2777552,0,0.9606519;
custom,boulder1,default,20,20,20,0,1,1,1,1.0,1.0,3325.814,184.7189,3208.062,0.1407247,-0.04955664,0.007052956,0.9887826;
custom,boulder1,default,20,20,20,0,1,1,1,1.0,1.0,2958.792,145.9041,3030.981,-0.0732296,0.4920193,0.04040435,-0.8665575;
custom,elevator1,default,1,1,1,0,1,1,1,1.0,1.0,5351.11,926.8232,2885.908,0,0.6077672,0,-0.7941152;
